,Era,Sene,Yerin Adı,Niyet,Success,Ottoman leaders,Opponent leader,Method,isOpponentMuslim,lat,lon,Year,Name
212,Sultan Mehmed Han Gazi,874- M.1469/1470,Eğriboz,Alma,1,Sultan Mehmed Han Gazi,,kılıç yoluyla,0.0,38.51425353929661,24.004939759297194,1470,Eğriboz
213,Sultan Mehmed Han Gazi,876- M.1471/1472,Alanya,Alma,1,Gedik Ahmed Paşa,Kılıç Arslan Bey,kılıç yoluyla,1.0,36.53367213469512,31.99231741175004,1472,Alanya
214,Sultan Mehmed Han Gazi,877- M. 1472-1473,Mennan Kalesi,Alma,1,Gedik Ahmed Paşa,Pir Ahmed,kılıç yoluyla,1.0,36.54184011162469,32.976159239259374,1473,Mennan Kalesi
215,Sultan Mehmed Han Gazi,877- M. 1472-1473,Lülü,Alma,1,Gedik Ahmed Paşa,,kılıç yoluyla,1.0,37.583359103320376,34.69858443068246,1473,Lülü
216,Sultan Mehmed Han Gazi,877- M. 1472-1474,Silifke,Savaş kaybı,1,,Kasım Bey,kılıç yoluyla,1.0,36.377085694986185,33.921043148632045,1474,Silifke
217,Sultan Mehmed Han Gazi,877- M.1472-1473,Silifke,Alma,1,Gedik Ahmed Paşa,Kasım Bey,kılıç yoluyla,1.0,36.377085694986185,33.921043148632045,1473,Silifke
218,Sultan Mehmed Han Gazi,880- M. 1475-1476,Kefe,Alma,1,Gedik Ahmed Paşa,Kefe tekfuru,pes ettirme,0.0,45.02264321903731,35.39854124340845,1476,Kefe
219,Sultan Mehmed Han Gazi,880- M. 1475-1476,Azak,Alma,1,Gedik Ahmed Paşa,,kılıç yoluyla,0.0,47.11588029226536,39.42127302362438,1476,Azak
220,Sultan Mehmed Han Gazi,880- M. 1475-1476,Manhup Kale,Alma,1,Gedik Ahmed Paşa,Menküb tekfuru,kılıç yoluyla,0.0,44.594555049847024,33.80828646705077,1476,Manhup Kale
221,Sultan Mehmed Han Gazi,881- M. 1476-1477,Moldova,Alma,1,Sultan Mehmed Han Gazi,,kılıç yoluyla,0.0,47.645654399859566,26.270677957662155,1477,Moldova
222,Sultan Mehmed Han Gazi,883- M. 1478/1479,İşkodra,Alma,1,Sultan Mehmed Han Gazi,,pes ettirme,0.0,42.0495277350728,19.4687660884828,1479,İşkodra
223,Sultan Bayezid Han Gazi,889/890- M. 1484/1485,Kili,Alma,1,Sultan Bayezid Han Gazi,,pes ettirme,0.0,45.46520431615094,29.24875619695303,1485,Kili
224,Sultan Bayezid Han Gazi,890- M. 1486,Akkerman Kalesi,Alma,1,Sultan Bayezid Han Gazi,,pes ettirme,0.0,46.20085243837001,30.3515812221857,1486,Akkerman Kalesi
225,Sultan Bayezid Han Gazi,890- M.1485,Adana,Alma,1,Karagöz Mehmed Paşa,,teslim ile,1.0,36.98870847881408,35.332333680408496,1485,Adana
226,Sultan Bayezid Han Gazi,890- M.1485,Gülek,Alma,1,Karagöz Mehmed Paşa,,teslim ile,1.0,37.27073699106089,34.7894448748304,1485,Gülek
227,Sultan Bayezid Han Gazi,890- M.1485,Tarsus,Alma,1,Karagöz Mehmed Paşa,,teslim ile,1.0,36.91723107102312,34.89774997218844,1485,Tarsus
