Bab;Padişah Dönemi;Kişi;Sosyal Grup;İlişki Ağı (Genelde Kadınlar);NA Aile ilişkisi;NA Aile İlişkisi;NA Gelecek Nesil;Cinsiyet;Karar(Direkt);Karar (dolaylı);Etken Aktör;Sıfat-Söylem;Sıfat Değeri;Bizden;Öteki;Yaş;Ölüm Nedeni;;;;;;;;;;;;;;;
88;Murad II;Ahı Y'akub;Ahı;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
88;Murad II;Ahı Kadem;Ahı;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
88;Murad II;Şarabdar İlyas;Lala;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
89;Murad II;Murad II;Padişah;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;-;n/a;;;;;;;;;;;;;;;;
89;Murad II;Mustafa;Şehzade;Murad'ın Karındaşı;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;Cellad tarafından;;;;;;;;;;;;;;;
89;Murad II;Mihaloglı Mehmed;Beg;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
89;Murad II;Taceddinoglı;Beg;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
89;Murad II;Şarabdar İlyas;Lala;;Menteşe Bey İbrahim Oğlu;;;Erkek;Şehzade Katli;n/a;1;Günahkâr;Olumsuz;Evet;;n/a;;;;;;;;;;;;;;;;
90;Murad II;Umur Beg;Beg;Kara Temurtaş oglı;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
90;Murad II;Oruç Beg;Beylerbegi;Umur Beg'in karındaşı;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
90;Murad II;Ali Beg;Beg;Umur Beg'in karındaşı;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
90;Murad II;İbrahim Paşa;Paşa;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
90;Murad II;Hacı İvaz Paşa;Paşa;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
90;Murad II;Yörgüç;Lala;;;;;Erkek;n/a;n/a;n/a;n/a;n/a;Evet;;n/a;;;;;;;;;;;;;;;;
91;Murad II;İsfendiyâr;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
91;Murad II;Kasım Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
91;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
92;Murad II;İflakoglı Dırakola;Beg;;;;;Erkek;;;;mel'ûn;Olumsuz;Hayır;;;;;;;;;;;;;;;;;;
92;Murad II;Firiz Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
92;Murad II;Murad II;Hanedan;;;;;Erkek;;;;yigâne;Olumlu;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Evrenezoglı;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Elvan Beg;Beg;;;;;Erkek;;;;çaşnigirbaşı;Nötr;Hayır;;;;;;;;;;;;;;;;;;
93;Murad II;Şerefeddîn Paşa;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Reyhân Paşa;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;n/a;Hatun;Hacı Halîl Paşa Hatunu;;;;Kadın;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Dadu Hatun;Hatun;Sultân Muhammed dadısı ;;;;Kadın;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Meric Böle;Hatun;;;;;Kadın;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Paşa Kirecem;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Germiyânoglı Ya'kûb;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
93;Murad II;Şah Ana;Hanedan;;;;;Kadın;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Dâdû Hatun;Hatun;;;;;Kadın;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Paşa Kireceye;Paşa;;;;;Kadın;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Vılkoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
93;Murad II;Paşa Beg;Beg;;;;;Erkek;;;;delü;Olumsuz;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Mahmûd;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Yûsuf;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;İbrahim;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Kasım;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
93;Murad II;Karaca Beg;Beglerbegi;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
94;Murad II;İzmiroglı Cüneyd Beg;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
94;Murad II;Temürtaş ;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
94;Murad II;Oruç Beg;Beglerbegi;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
94;Murad II;Aydınoglı Îsâ Beg;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
94;Murad II;Yahşı Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
95;Murad II;İzmiroglı;Beg;;;;;Erkek;;;;hâyın;Olumsuz;Hayır;;;;;;;;;;;;;;;;;;
95;Murad II;Oruç Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
95;Murad II;Hamza Beg;Beglerbegi;;;;;Erkek;;;;gayretlü;Olumlu;Evet;;;;;;;;;;;;;;;;;;
95;Murad II;Yahşı Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
95;Murad II;Saruhan Sancagı;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
95;Murad II;Bursa Sancagı;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
95;Murad II;Kur Hasan;Beg;;İzmiroglı'nun oğlu;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
95;Murad II;İzmiroglı Cüneyd Beg;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
95;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
96;Murad II;Menteşeoglı Ya'kûb Beg;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
96;Murad II;İlyâs Beg;Beg;;Menteşoglı Ya'kûb Beg'in oğlu;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
96;Murad II;Mahmûd Beg;Beg;;Menteşoglı Ya'kûb Beg'in oğlu;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
96;Murad II;Veys Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
96;Murad II;Ahmed Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
96;Murad II;Balaban Paşa;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
97;Murad II;Karamanoglı Mehmed Beg;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
97;Murad II;İbrâhim;Beg;;Karamanoglı Mehmed Beg'in oğlu;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
97;Murad II;'Îsâ ;Beg;;Karamanoglı Mehmed Beg'in oğlu;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
97;Murad II;Alâ'addîn;Beg;;Karamanoglı Mehmed Beg'in oğlu;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
97;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
97;Murad II;Bengî Ali Beg;Beg;;Karamanoglı Mehmed Beg'in kardeşi;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
97;Murad II;Şarâbdâr İlyâs Beg;Beg;;;;;Erkek;;;;şarabdar;Nötr;Evet;;;;;;;;;;;;;;;;;;
98;Murad II;Yörgüç;Lala;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
98;Murad II;n/a;Paşa;;Yörgüç'ün oğlu;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
98;Murad II;Dulkadıroglu Hasan Beg;;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
98;Murad II;Habil;Beg;;;;;Erkek;;;;Karaöylük oglı;Nötr;Evet;;;;;;;;;;;;;;;;;;
99;Murad II;Haydar Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
99;Murad II;Kasım Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
99;Murad II;Tayfur Çelebi;Çelebi;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
99;Murad II;Elvân Çelebi;Çelebi;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
99;Murad II;Yörgüç;Lala;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
100;Murad II;Alparslanoglı;-;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
100;Murad II;Yörgüç Paşa;Lala;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
101;Murad II;Murad II;;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
102;Murad II;Germiyânoglı Ya'kûb Beg;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
102;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
102;Murad II;Emîr Seyyid ;-;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
102;Murad II;Orhan Gazi;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
102;Murad II;Osmân Gazi;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
102;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
103;Murad II;Yörgüç;Lala;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
103;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
103;Murad II;İshâk Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
103;Murad II;Vılkoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
103;Murad II;Bayezid I;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
104;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
104;Murad II;Evrenezoglı Ali Beg;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
105;Murad II;Murad II;;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
105;Murad II;Karamaoglı İbrahim Beg;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
105;Murad II;Şarâbdâr İlyâs Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
105;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
105;Murad II;Vılkoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
105;Murad II;Sinân Beg;Beglerbegi;;;;;Erkek;;;;Rumeli beglerbegisi;Nötr;Evet;;;;;;;;;;;;;;;;;;
105;Murad II;Vidin Sinânı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
105;Murad II;Üngürüz kâfiri;Kral;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
105;Murad II;Karamanoglı;Beg;;;;;Erkek;;;;mahzûn;Olumsuz;Hayır;;;;;;;;;;;;;;;;;;
105;Murad II;Karamanoglı;Beg;;;;;Erkek;;;;magbûn;Olumsuz;Hayır;;;;;;;;;;;;;;;;;;
106;Murad II;Karamanoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
106;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
106;Murad II;Mevlânâ Hamza;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
106;Murad II;'Îsâ ;Beg;;Karamanoglı Mehmed Beg'in oğlu;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
106;Murad II;Mevlânâ Şükrüllah;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
107;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
107;Murad II;İshâk Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
107;Murad II;Vılkoglı;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
107;Murad II;Murad II;;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
107;Murad II;n/a;Hatun;İshâk Beg'in hatunu;;;;Kadın;;;;;;Evet;;;;;;;;;;;;;;;;;;
107;Murad II;Reyhân Aga;Paşa;;;;;Erkek;;;;hadım;nötr;Evet;;;;;;;;;;;;;;;;;;
107;Murad II;Özbek Aga;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
107;Murad II;n/a;-;İsfendiyâr kızı;;;;Kadın;;;;;;Evet;;;;;;;;;;;;;;;;;;
108;Murad II;Evrenezoglı Ali Beg;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
108;Murad II;Hünkâr;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
109;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
109;Murad II;Mehmed I;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
109;Murad II;Vılkoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
109;Murad II;İflakoglı Dırakola;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
109;Murad II;Lazoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
109;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
110;Murad II;Evrenezoglı Îsâ Beg;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
110;Murad II;İskender;Er;;Arnavud Beg'in oğlu;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
110;Murad II;n/a;Beg;;;;;Erkek;;;;Arnavut begi;Nötr;Evet;;;;;;;;;;;;;;;;;;
111;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
111;Murad II;Aşıkpaşazade;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
112;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
112;Murad II;İshâk Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
112;Murad II;Vılkoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
112;Murad II;Dırakola;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
112;Murad II;n/a;Beg;;;;;Erkek;;;;Germiyân sancagı;Nötr;Hayır;;;;;;;;;;;;;;;;;;
112;Murad II;Temürtaşoglı Umur Beg;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
112;Murad II;Osmân Çelebi;Beg;;Temürtaşoglı Umur Beg'in oğlu;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
112;Murad II;Paşa Beg;Beg;;İshâk Beg'in oğlu;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
112;Murad II;Togan;Kılıççı;;;;;Erkek;;;;kılıççı;Nötr;Evet;;;;;;;;;;;;;;;;;;
113;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
113;Murad II;Turahan;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
114;Murad II;Kula Şâhin;Beglerbegi;;;;;Erkek;;;;Rumeli beglerbegi;Nötr;Evet;;;;;;;;;;;;;;;;;;
114;Murad II;Mezîd Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
114;Murad II;Karamanoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
114;Murad II;n/a;Beg;;Karamanoglı'nun dayısı;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
115;Murad II;Karamanoglı;Beg;;;;;Erkek;;;;haset;Olumsuz;Hayır;;;;;;;;;;;;;;;;;;
115;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
115;Murad II;n/a;Hatun;Karamanoglı hatunu;;;;Kadın;;;;;;Evet;;;;;;;;;;;;;;;;;;
115;Murad II;Sürûr;Vezir;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
115;Murad II;Karamanoglı İbrahim;Beg;;;;;Erkek;;;;fesat;Olumsuz;Hayır;;;;;;;;;;;;;;;;;;
116;Murad II;Vılkoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
116;Murad II;Yanko;-;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
116;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
116;Murad II;Kasım Paşa;Beglerbegi;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
116;Murad II;n/a;Beg;;Halîl Paşa'nın kardeşi;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
116;Murad II;Üngürüz;Kral;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
116;Murad II;Çandarlı Halil;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
116;Murad II;n/a;Beg;;Halîl Paşa'nın oğlu;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
116;Murad II;Turahan;Beg;;;;;Erkek;;;;dost;Olumlu;Evet;;;;;;;;;;;;;;;;;;
116;Murad II;Mevlânâ Hüsrev;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
117;Murad II;Murad II;Hanedan;;;;;Erkek;;;;deli;Olumsuz;Evet;;;;;;;;;;;;;;;;;;
117;Murad II;Karamanoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
117;Murad II;Vılkoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
117;Murad II;Üngürüz;Kral;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
117;Murad II;Yanko;-;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
117;Murad II;Çandarlı Halil;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
117;Murad II;n/a;Hanedan;;Sultan Murâd'ın oğlu;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
117;Murad II;n/a;Beglerbegi;;;;;Erkek;;;;Anatolı beglerbegisi;Nötr;Evet;;;;;;;;;;;;;;;;;;
117;Murad II;Koca Hızır;-;;;;;Erkek;;;;koca;Olumlu;Evet;;;;;;;;;;;;;;;;;;
117;Murad II;Azab Bey;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
117;Murad II;Turahan Beg;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
117;Murad II;Mısır sultânı;Hanedan;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
117;Murad II;Mehmed I;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
118;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
118;Murad II;Arnavud İskenderi;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
118;Murad II;Hamza Beg;Beg;;Arnavud İskenderi'nin amcaoğlu;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
118;Murad II;Mehmed I;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
119;Murad II;Üngürüz kâfiri;Kral;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
119;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
119;Murad II;Vılkoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
119;Murad II;Martaloz Togan;Martaloz;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
119;Murad II;Lih Ban;Kral;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
119;Murad II;Çih Ban;Kral;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
119;Murad II;n/a;Kral;;Lök Ban oğlu;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
119;Murad II;Sekületi Ban;Kral;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
119;Murad II;Yanko Hunyad;-;;;;;Erkek;;;;fesat;Olumsuz;Hayır;;;;;;;;;;;;;;;;;;
119;Murad II;Akçayluoglı;-;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
119;Murad II;Dervîş Akbıyık;-;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
119;Murad II;Murad II;Hanedan;;;;;Erkek;;;;gözütok;Olumlu;Evet;;;;;;;;;;;;;;;;;;
119;Murad II;Murad II;Hanedan;;;;;Erkek;;;;zengin;Olumlu;Evet;;;;;;;;;;;;;;;;;;
119;Murad II;Aşıkpaşazade;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
120;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
120;Murad II;Mehmed I;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
120;Murad II;Çandarlı Halil;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
120;Murad II;Dulkadıroglu Süleymân;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
120;Murad II;Hızır Aga;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
120;Murad II;n/a;Hatun;Hızır Aga hatunu;;;;Kadın;;;;;;Evet;;;;;;;;;;;;;;;;;;
120;Murad II;Murad II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
120;Murad II;n/a;Hatun;;Dulkadıroglı Süleymân'ın kızı;;;Kadın;;;;;;Hayır;;;;;;;;;;;;;;;;;;
120;Murad II;Aşıkpaşazade;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
120;Murad II;Mehmed II;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
120;Murad II;Karamanoglı;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
121;Murad II;Dervîş;Emîr Seyyid Mürîdi;;;;;Erkek;n/a;n/a;n/a;n/a;Olumlu;Evet;;;;;;;;;;;;;;;;;;
121;Murad II;Saruca Paşa;Vezir;;;;;Erkek;n/a;n/a;n/a;n/a;Olumlu;Evet;;;;;;;;;;;;;;;;;;
121;Murad II;İshak Paşa;Vezir;;;;;Erkek;n/a;n/a;n/a;n/a;Olumlu;Evet;;;;;;;;;;;;;;;;;;
121;Murad II;Mehmed II;Padişah;;;;;Erkek;n/a;n/a;n/a;n/a;Olumlu;Evet;;;;;;;;;;;;;;;;;;
122;Mehmed II;Mehmed II;Padişah;;;;;Erkek;n/a;n/a;n/a;Devletli;Olumlu;Evet;;;;;;;;;;;;;;;;;;
122;Mehmed II;Çandarlı Halil;Lala;;;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
122;Mehmed II;Mehmet;Beg;;;;;Erkek;n/a;n/a;n/a;;;;;;;;;;;;;;;;;;;;;
122;Mehmed II;Kirluka;Vezir;;;;;Erkek;n/a;n/a;n/a;;;-;;;;;;;;;;;;;;;;;;
123;Mehmed II;Süleymân Beg;Sübaşılıgı;;;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
123;Mehmed II;Kula Şâhin;;;;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
124;Mehmed II;Kadı;Kadı;;;;;Erkek;n/a;n/a;n/a;;;;;;;;;;;;;;;;;;;;;
124;Mehmed II;Yunus;Beg;;;;;Erkek;n/a;n/a;n/a;Has;Olumlu;Evet;;;;;;;;;;;;;;;;;;
125;Mehmed II;İsa;Beg;;İshak Paşa Oğlu;;;Erkek;n/a;n/a;n/a;;;;;;;;;;;;;;;;;;;;;
125;Mehmed II;Vılkoğlu;Despot;;;;;Erkek;n/a;n/a;n/a;;;;;;;;;;;;;;;;;;;;;
125;Mehmed II;Kral;Kral;;;;;Erkek;n/a;n/a;n/a;;Olumsuz;-;;;;;;;;;;;;;;;;;;
125;Mehmed II;kraliçe;Krallık;Bosna kralının eşi;Despot kızı;;;Kadın;n/a;n/a;n/a;;;-;;;;;;;;;;;;;;;;;;
125;Mehmed II;Dizdar;;;;;;Erkek;n/a;n/a;n/a;;;;;;;;;;;;;;;;;;;;;
126;Mehmed II;Karaca;Beglerbegi;;;;;Erkek;n/a;n/a;n/a;Dayı;;Evet;;;Top Atışı;;;;;;;;;;;;;;;
127;Mehmed II;Bayezid II;Şehzade;;Mehmed 2 Oğlu;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
127;Mehmed II;Mustafa Çelebi;Şehzade;;Mehmed 2 Oğlu;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
128;Mehmed II;-;-;;;;;Erkek;n/a;n/a;1;;;;;;;;;;;;;;;;;;;;;
128;Mehmed II;Mahmud;Paşa;;;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
129;Mehmed II;Mahmud;Paşa;;;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
